network,chain,chain_seed,spe,spe_nom,accepted,proposals,acc_rate_cum,acc_rate_interval,M_inter,M_total,final,stalled,n,m,n_comms,Q,p_intra,sd_s,mu_s,delta,mu_intra,mu_inter,r_pb,auc_s,auc_prod,hb,deg_R2,hub_inter_frac,nonhub_inter_frac,hub_inter_lift,assort_deg,transitivity,avg_local_cc,tri_intra,tri_inter,tri_frac_intra_ge1,tri_frac_inter_ge1,comm_size_mean,comm_size_max_frac,comm_size_gini,seconds
email-Eu-core,down_pfix,1,0.2,0.2,3213,42225,0.0760923623445826,0.06954187234779596,40980786,80853161,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09326472473145746,0.06137948207171315,0.01650763177037736,0.06823162902420794,0.05172399725383058,0.0872133490644289,0.5983845615934285,0.37037417708029274,1.4482902118149004,0.016978882466887724,0.5387974959965061,0.3226753670473083,1.298026840984984,-0.1568534104228648,0.20841503157496183,0.3254370229263148,18.719667943805874,10.604379124175164,0.9838229033631333,0.9599580083983204,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,0.3,0.3,4819,66267,0.07272096216819834,0.06679976707428667,36663783,78208547,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0926581962483379,0.06137948207171315,0.009272344970903998,0.06522833642094047,0.05595599145003648,0.04930844915756954,0.5523601617479824,0.4132042285668026,1.243564725499273,0.016978882466887724,0.5138248847926268,0.3399122807017544,1.237864869422429,-0.20463930485624132,0.1994014617787454,0.2998680198953614,19.201681566624096,8.325734853029394,0.9844614729672201,0.9580083983203359,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,0.4,0.4,6426,94440,0.06804320203303685,0.057040428779327725,32703231,75515289,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09204055829981797,0.06137948207171315,0.0029455923454590124,0.06260216694220123,0.05965657459674222,0.015769176073883246,0.5117077558306985,0.45112320926619276,1.0763957487854101,0.016978882466887724,0.4941645317392542,0.35361805709227706,1.1905007555278013,-0.2533041544221314,0.19431785912293276,0.2912246741184372,19.773627075351214,6.617726454709058,0.9858450404427416,0.9506598680263947,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,0.5,0.5,8032,126125,0.0636828543111992,0.050686444689916364,29363651,73248352,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09153755251073684,0.06137948207171315,-0.0020712423780640463,0.060519730815679094,0.06259097319374314,-0.011149290495099917,0.4745905703916688,0.4865996309039597,0.9428537373088242,0.016978882466887724,0.477580372250423,0.3656932679447169,1.1505475554635265,-0.2942657511500907,0.1925354288650593,0.2745909777519669,20.435078756917836,5.369376124775045,0.9859514687100894,0.9367126574685063,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,1.0,1.0,16064,348902,0.0460415818768594,0.03605399121094188,19603815,67288379,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09003844380900487,0.06137948207171315,-0.02148834867389357,0.05245989112565225,0.07394823979954582,-0.11759549005445662,0.32248590192561744,0.6423072824770933,0.5793088942281507,0.016978882466887724,0.4166550425442879,0.4138279932546374,1.0037712362674627,-0.40195732375908927,0.2084327798136604,0.2468861591678636,24.132609621115368,2.9800539892021596,0.9874414644529587,0.8666766646670666,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,1.5,1.5,24096,777493,0.030991918898305194,0.018740477518193337,15540132,65073474,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.08931094923234618,0.06137948207171315,-0.03451919839786109,0.047050920386146805,0.0815701187840079,-0.19044588838178578,0.22655595796549502,0.7527398415591466,0.442083687070966,0.016978882466887724,0.3873082287308229,0.4374859455812908,0.9330712936910526,-0.4419787471161303,0.22564603588862897,0.23731280901827773,26.70476798637718,2.41001799640072,0.9890378884631759,0.823635272945411,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,2.0,2.0,32128,1718526,0.01869509102568131,0.008535301099961425,13736317,64189525,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0890107543101462,0.06137948207171315,-0.04034468094651933,0.0446328229238427,0.08497750387036203,-0.22333634687088147,0.17496066559357348,0.8208926781055028,0.38364446441161476,0.016978882466887724,0.37294281729428175,0.4490667865977063,0.8984633198883236,-0.45795094328482966,0.23755003313004558,0.2417989488637137,28.25968497232865,2.33128374325135,0.9887186036611324,0.8053389322135572,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,1,2.0,2.0,32128,1718526,0.01869509102568131,,13736317,64189525,1,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0890107543101462,0.06137948207171315,-0.04034468094651933,0.0446328229238427,0.08497750387036203,-0.22333634687088147,0.17496066559357348,0.8208926781055028,0.38364446441161476,0.016978882466887724,0.37294281729428175,0.4490667865977063,0.8984633198883236,-0.45795094328482966,0.23755003313004558,0.2417989488637137,28.25968497232865,2.33128374325135,0.9887186036611324,0.8053389322135572,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.0,0.0,0,0,,,52859278,88109182,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09471324878169804,0.06137948207171315,0.03400028641615006,0.07549264876885511,0.04149236235270505,0.17688355006797415,0.7058129881048056,0.27133059978042706,2.1130545325546457,0.016978882466887724,0.610192423331329,0.2771993200169996,1.4700256581275446,-0.02574336808308948,0.26739242877040204,0.40705044751953817,19.501702852277564,19.967756448710258,0.9822264793529162,0.9818536292741452,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.01,0.01,161,2046,0.07869012707722385,0.07869012707722385,52206491,87699694,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09461922190691484,0.06137948207171315,0.033369321943242616,0.07523074195203822,0.0418614200087956,0.17377352617042882,0.700558627099612,0.27590909021260884,2.07265361180059,0.016978882466887724,0.6058514628657165,0.27981700180870306,1.4595677713669568,-0.0331424631267271,0.2617991981176725,0.3976043093194252,19.341315453384418,19.20125974805039,0.9816943380161771,0.9809538092381523,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.02,0.02,321,3820,0.08403141361256544,0.09019165727170236,51518813,87285300,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09440058825745054,0.06137948207171315,0.03212400999633336,0.07471382586252184,0.042589815866188485,0.16767590379794256,0.6940603258658613,0.2817266926563602,2.0297239654270602,0.016978882466887724,0.6021859559814343,0.28193926478423015,1.4507371321064428,-0.04063020535974274,0.2568956133115171,0.38828621866426116,19.224137931034484,18.49625074985003,0.980630055342699,0.9791541691661668,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.05,0.05,803,9526,0.08429561200923788,0.08447248510339993,49660165,86214872,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09412424857941788,0.06137948207171315,0.028135254669912964,0.073058134844309,0.04492288017439603,0.1472871750788158,0.6761628676818915,0.29855626895055215,1.9143099996061095,0.016978882466887724,0.5898542100565308,0.2893384714193963,1.4210284988524462,-0.059971916250833084,0.24490033941393624,0.3694382819346858,18.946679438058748,16.75869826034793,0.9809493401447424,0.9709058188362327,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.1,0.1,1606,20026,0.08019574553080995,0.07647619047619048,46605940,84455657,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09370967565400565,0.06137948207171315,0.0240821813862861,0.07137574610830152,0.04729356472201542,0.12662719674163658,0.6473240553038817,0.32641970169184553,1.7351061615748378,0.016978882466887724,0.565725269850658,0.30555854209224814,1.3628990304260602,-0.09175941426589788,0.22921850279238956,0.34196638279205843,18.690506598552574,14.336982603479305,0.9804171988080034,0.9649070185962807,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.15,0.15,2410,31284,0.07703618463112134,0.07141588203943862,43784465,82826104,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09323311852257196,0.06137948207171315,0.018140022453393294,0.06890921748750164,0.05076919503410835,0.09587010729503967,0.6197122883852348,0.35212548805692245,1.580299573844869,0.016978882466887724,0.5497359154929577,0.31585207612456745,1.324378786214588,-0.12120403175321069,0.2185974496626144,0.3232607938547185,18.737654320987655,12.385872825434912,0.9815879097488293,0.9575584883023396,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.2,0.2,3213,42812,0.0750490516677567,0.06965648854961833,41225630,81159613,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09299500941903503,0.06137948207171315,0.015351381958945864,0.0677516817045724,0.05240029974562653,0.08133986344354398,0.5973476361560383,0.3722419149631121,1.4546954799146128,0.016978882466887724,0.5369508292115217,0.3239390642002176,1.2935780024675891,-0.15131608704754554,0.2095559897770145,0.3139736585727952,18.73350361856109,10.787342531493701,0.9820136228182205,0.9566586682663467,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.3,0.3,4819,68062,0.07080309129910964,0.0636039603960396,36773829,78462470,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09243137761174648,0.06137948207171315,0.0071255701365983,0.06433723242472843,0.05721166228813013,0.03798532070645685,0.551173042849923,0.4161588898695357,1.242992566210741,0.016978882466887724,0.5094882116158712,0.34299516908212563,1.2274173112473536,-0.20005113521325907,0.20023562899757946,0.2997863010526093,19.250851426138784,8.404469106178764,0.9846743295019157,0.9505098980203959,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.4,0.4,6426,95352,0.06739239869116537,0.05888603884206669,32846057,75820774,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09190493428438591,0.06137948207171315,0.0013936347685075678,0.061957965428063276,0.06056433065955571,0.0074718087647237825,0.5092079444902846,0.45481843924957027,1.0770047872708943,0.016978882466887724,0.49161216946261016,0.3554817275747508,1.1843518131744706,-0.2477843039029328,0.1954613527876567,0.2886247199641731,19.835781183482332,6.733053389322135,0.9857386121753938,0.9458608278344331,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,0.5,0.5,8032,127327,0.06308167160146709,0.05022673964034402,29596590,73560992,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09139534443782683,0.06137948207171315,-0.0035122234959532525,0.059921594480140915,0.06343381797609417,-0.01893536470061827,0.47419215869469783,0.4878281767018244,0.9486104900827382,0.016978882466887724,0.47516229184307085,0.3676765426598351,1.144722114002263,-0.2886166159509082,0.1936484969777285,0.2807141047195282,20.438910174542357,5.561487702459508,0.9864836100468284,0.9343131373725255,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,1.0,1.0,16064,354042,0.04537314781862039,0.03542773967315793,19523508,67193639,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.08995241735310013,0.06137948207171315,-0.023189174134667916,0.05175389609499715,0.07494307022966507,-0.12702466173672525,0.3228015236671695,0.6414755762129822,0.577110433978085,0.016978882466887724,0.4174107142857143,0.41321942446043164,1.0055917387950981,-0.4036691938613491,0.20803471217427755,0.24014639842360508,24.1311196253725,2.9115176964607077,0.9879736057896977,0.8561787642471506,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,1.5,1.5,24096,786325,0.03064381775983213,0.01858042069662698,15494126,65041301,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.08933405157629103,0.06137948207171315,-0.03525483599511308,0.04674556483967791,0.08200040083479099,-0.19445417489978586,0.22550662281336836,0.7545045029946756,0.4406518549944634,0.016978882466887724,0.3891213389121339,0.43602428603552956,0.9374392903846009,-0.4425600854821849,0.2257930927235602,0.23698644610230551,26.75042571306939,2.371775644871026,0.9887186036611324,0.8195860827834434,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,2.0,2.0,32128,1707330,0.018817686094662427,0.0087209081383923,13748189,64215282,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.08901633415273165,0.06137948207171315,-0.04119386249113461,0.044280336460975754,0.08547419895211036,-0.22802287325435114,0.17282915543328117,0.8219258207745425,0.3838703967355045,0.016978882466887724,0.37601115760111575,0.4465932089048797,0.9058553142927899,-0.4574855365060255,0.23790246244134633,0.238991265600249,28.338548318433375,2.2826934613077383,0.9898893146019583,0.8029394121175765,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,down_pfix,2,2.0,2.0,32128,1707330,0.018817686094662427,,13748189,64215282,1,0,986,16064,8,0.41585277609990806,0.584910358565737,0.08901633415273165,0.06137948207171315,-0.04119386249113461,0.044280336460975754,0.08547419895211036,-0.22802287325435114,0.17282915543328117,0.8219258207745425,0.3838703967355045,0.016978882466887724,0.37601115760111575,0.4465932089048797,0.9058553142927899,-0.4574855365060255,0.23790246244134633,0.238991265600249,28.338548318433375,2.2826934613077383,0.9898893146019583,0.8029394121175765,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.0,0.0,0,0,,,52859278,88109182,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09471324878169804,0.06137948207171315,0.03400028641615006,0.07549264876885511,0.04149236235270505,0.17688355006797415,0.7058129881048056,0.27133059978042706,2.1130545325546457,0.016978882466887724,0.610192423331329,0.2771993200169996,1.4700256581275446,-0.02574336808308948,0.26739242877040204,0.40705044751953817,19.501702852277564,19.967756448710258,0.9822264793529162,0.9818536292741452,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.01,0.01,161,989,0.16279069767441862,0.16279069767441862,52721500,88081973,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0947256317441503,0.06137948207171315,0.03364802980457173,0.07534643069826222,0.041698400893690486,0.1750280820530357,0.7039377565100007,0.27358428378181326,2.1009567359354318,0.016978882466887724,0.6080288678394227,0.27876341230213536,1.4648133972664195,-0.02623501124978139,0.2636019120769158,0.39737321635709283,19.275542784163473,19.61382723455309,0.9815879097488293,0.9784043191361728,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.02,0.02,321,1987,0.16155007549068948,0.16032064128256512,52612205,87991608,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09463907344213286,0.06137948207171315,0.03348314738703893,0.07527798971468971,0.04179484232765078,0.1743297065083554,0.7031643240317453,0.2744941832195502,2.0954795185245825,0.016978882466887724,0.6062791047018177,0.2797916445200383,1.4605980110872823,-0.027867828874762655,0.25956292004164916,0.3877313626935497,19.00138356747552,19.28344331133773,0.980630055342699,0.9769046190761848,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.05,0.05,803,4869,0.1649209283220374,0.16724496877168632,52248689,87731254,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09456266988457293,0.06137948207171314,0.03285158732785348,0.07501583567617823,0.042164248348324745,0.17117969068292502,0.7000579928714129,0.277803299493358,2.0749508205263,0.016978882466887724,0.603060306030603,0.2817620770376676,1.4528435447024004,-0.03257220114206029,0.2501107152033103,0.3649232153228627,18.399318859088975,18.454559088182364,0.979565772669221,0.9712057588482303,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.1,0.1,1606,9406,0.17074207952370826,0.176989199911836,51829746,87449160,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09438985263406773,0.06137948207171315,0.03169168638092064,0.07453437280801661,0.042842686427095975,0.16543814263460618,0.6947092621705544,0.28319444667899113,2.0504053538041647,0.016978882466887724,0.5975957926371149,0.2860027633117228,1.4396788861611598,-0.037669396462167035,0.2381458668577842,0.33961343894364965,17.61547467007237,17.43596280743851,0.9770114942528736,0.9664067186562687,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.15,0.15,2410,14011,0.17200770822924843,0.1745928338762215,51117423,86990641,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09438646509691777,0.06137948207171315,0.03018717345450831,0.0739098650768589,0.04372269162235059,0.1575898829315648,0.6878103466152236,0.2903844917478829,2.00791827145879,0.016978882466887724,0.5910931174089069,0.2901543374135178,1.4240131730738872,-0.04595443939459416,0.22953543562629308,0.3231196130083423,17.221157939548743,16.46370725854829,0.9754150702426565,0.9634073185362927,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.2,0.2,3213,18733,0.17151550739337,0.17005506141465482,50542020,86638093,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09428569182196364,0.06137948207171314,0.029175486681117115,0.07348992437684818,0.04431443769573106,0.15247123618533917,0.6829511731753266,0.2953387611111239,1.9730589267200773,0.016978882466887724,0.5861294188136609,0.2934597358329783,1.412055036566084,-0.05232467773965996,0.22338947411123583,0.317507124695298,16.91166453810132,15.809238152369526,0.9758407833120477,0.9635572885422915,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.3,0.3,4819,27960,0.17235336194563664,0.17405440554893248,49813325,86107627,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09360083724054495,0.06137948207171315,0.027591906448980158,0.07283259662610805,0.045240690177127896,0.14525048112378472,0.6744223233897282,0.30503489819277524,1.9339912276771012,0.016978882466887724,0.5761826593045815,0.2997970735875254,1.3880921174368321,-0.06190974091957792,0.21403615231707482,0.30483764920160394,16.38888888888889,14.886172765446911,0.9749893571732652,0.9605578884223155,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.4,0.4,6426,37178,0.17284415514551615,0.17433282707745715,49092397,85688888,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09373989800154299,0.06137948207171315,0.02644604115346988,0.07235695981146273,0.04591091865799285,0.13901184164414665,0.6684967205154116,0.3117127213126979,1.8902628925274065,0.016978882466887724,0.5691734921816828,0.30441758476842445,1.3712062055198788,-0.06947599355574241,0.20920356046571378,0.2982687336002798,16.178480204342275,14.3251349730054,0.9737122179650916,0.9598080383923215,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,0.5,0.5,8032,46541,0.17257901635117423,0.17152622022855923,48792279,85591779,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09354451063232125,0.06137948207171315,0.02494649932043791,0.0717345155296738,0.046788016209235894,0.13140349229807635,0.66339540999846,0.3177013224430465,1.8683429721914422,0.016978882466887724,0.564900267936886,0.30740423710678366,1.3609115033200563,-0.07123066944512765,0.2067365552866087,0.29308149011823426,16.0267134951043,14.10122975404919,0.9769050659855257,0.9559088182363528,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,1.0,1.0,16064,91377,0.17579916171465468,0.17914176108484253,46801397,84482350,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09350569131058939,0.06137948207171315,0.023643463923787078,0.07119363903410186,0.047550175110314785,0.12459157119112417,0.6487385153875994,0.33527529008885326,1.7501866046742929,0.016978882466887724,0.5435168738898757,0.3218736570691878,1.3093963800490345,-0.0912770947742406,0.19918594745169096,0.28236627301137157,15.945828011919966,12.875374925014997,0.9762664963814389,0.9506598680263947,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,1.5,1.5,24096,135556,0.1777567942400189,0.18180583535163766,46638318,84317095,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09305769002995239,0.06137948207171315,0.021029559445060617,0.07010863436128388,0.049079074916223264,0.11135084342291293,0.6461708775741659,0.3392101991479099,1.7441888203770048,0.016978882466887724,0.536105356614383,0.3272082527401676,1.2915411590662038,-0.09426311011885707,0.19737055617909158,0.28557437382495976,15.84472115793955,12.695710857828434,0.9792464878671775,0.9536592681463707,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,2.0,2.0,32128,179627,0.17885952557243623,0.18225136711215992,46163774,84230327,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09294134256456159,0.06137948207171315,0.019862687054461044,0.06962427771907036,0.04976159066460931,0.10530395013105943,0.6375600438660671,0.34919291684447273,1.7088548320357084,0.016978882466887724,0.5258863670078623,0.33497801136973077,1.2669224054610526,-0.09583093305566188,0.19793596435477545,0.2826467266822882,16.0338441890166,12.529544091181764,0.9783950617283951,0.9506598680263947,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,1,2.0,2.0,32128,179627,0.17885952557243623,,46163774,84230327,1,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09294134256456159,0.06137948207171315,0.019862687054461044,0.06962427771907036,0.04976159066460931,0.10530395013105943,0.6375600438660671,0.34919291684447273,1.7088548320357084,0.016978882466887724,0.5258863670078623,0.33497801136973077,1.2669224054610526,-0.09583093305566188,0.19793596435477545,0.2826467266822882,16.0338441890166,12.529544091181764,0.9783950617283951,0.9506598680263947,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.0,0.0,0,0,,,52859278,88109182,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09471324878169804,0.06137948207171315,0.03400028641615006,0.07549264876885511,0.04149236235270505,0.17688355006797415,0.7058129881048056,0.27133059978042706,2.1130545325546457,0.016978882466887724,0.610192423331329,0.2771993200169996,1.4700256581275446,-0.02574336808308948,0.26739242877040204,0.40705044751953817,19.501702852277564,19.967756448710258,0.9822264793529162,0.9818536292741452,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.01,0.01,161,860,0.1872093023255814,0.1872093023255814,52792516,88077517,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09470454263886258,0.06137948207171315,0.033814584576918306,0.07541556585899473,0.04160098128207642,0.17593362431342088,0.7046317109502748,0.2727747075106052,2.1082865739928893,0.016978882466887724,0.6088067327923053,0.2781083953241233,1.4666873658631663,-0.02631552732721076,0.26403801165636703,0.39938967243215745,19.266283524904214,19.704259148170365,0.9826521924223074,0.9794541091781643,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.02,0.02,321,1889,0.16993118051879302,0.1554907677356657,52475940,87938964,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0947060193441662,0.06137948207171314,0.03348849687538881,0.07528021023189073,0.04179171335650192,0.17423430849595667,0.7020576567955885,0.27524105651411224,2.0851239554704875,0.016978882466887724,0.6068478750563148,0.27931951089845825,1.4619682460864787,-0.028819060557930872,0.25964912577247096,0.38724147343183907,19.06939123031077,19.202909418116377,0.9814814814814815,0.9770545890821836,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.05,0.05,803,4788,0.1677109440267335,0.1662642290444981,52253080,87901029,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09457769622684527,0.06137948207171315,0.032915563612009494,0.07504239156902884,0.042126827957019344,0.17148580206023423,0.6977216705445629,0.2802445417685301,2.0654979280586434,0.016978882466887724,0.6014699265036748,0.28285623071192934,1.4490121324767593,-0.02950451329520383,0.2508105029005693,0.36876147727339026,18.493401447424436,18.44616076784643,0.9805236270753512,0.9725554889022195,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.1,0.1,1606,9498,0.16908822910086335,0.17048832271762207,51769372,87579237,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09428696494078498,0.06137948207171315,0.031557294221597094,0.07447858801479142,0.04292129379319432,0.16491634721993792,0.6926444612099292,0.28589933354325303,2.0371247717406127,0.016978882466887724,0.5966726618705036,0.2860945485519591,1.437454955052155,-0.035319017242284714,0.2389191829725088,0.34138195405996175,17.775542784163473,17.34763047390522,0.9774372073222648,0.9683563287342531,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.15,0.15,2410,14232,0.16933670601461495,0.16983523447401774,51197254,87247810,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09422133912005803,0.06137948207171315,0.030799314385859748,0.0741639584365608,0.043364644050701055,0.16106730079223433,0.688162766552692,0.2909613080576733,2.001161402097702,0.016978882466887724,0.5902154398563735,0.2902985074626866,1.4218987441290916,-0.04130761733075515,0.23130011764546796,0.32375463127970283,17.38314176245211,16.54859028194361,0.9757343550446999,0.9640071985602879,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.2,0.2,3213,19081,0.16838740107960798,0.1656011548772943,50888108,87089772,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0942659739821717,0.06137948207171315,0.030006996385244483,0.07383507544178351,0.04382807905653903,0.15684951169587066,0.6845044943757098,0.2951811617242324,1.9807751915384684,0.016978882466887724,0.5849790544584081,0.29402985074626864,1.4092836728884026,-0.04416322770885275,0.2255040499790402,0.3156524006714109,17.00106428267348,16.058488302339534,0.9760536398467433,0.9611577684463107,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.3,0.3,4819,28165,0.17109888159062667,0.17679436371642449,50191206,86693134,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.0942422841114418,0.06137948207171315,0.02740103711195576,0.0727533687414418,0.045352331629486035,0.14326391059621071,0.6761642243709624,0.3054361509562711,1.9375782196564069,0.016978882466887724,0.5720041784808237,0.30278756808715157,1.3780256633347259,-0.05133013433351169,0.21759847737015053,0.2950360014926036,16.54459344401873,15.29889022195561,0.9744572158365262,0.9539592081583683,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.4,0.4,6426,37471,0.17149262096020923,0.1726842897055663,49867840,86506708,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09384226445505871,0.06137948207171315,0.026509521045257507,0.07238330965698313,0.04587378861172562,0.13919351642812677,0.6712655233959594,0.31030839649439207,1.9178998586978178,0.016978882466887724,0.5678624813153961,0.30605931299338596,1.368047825412496,-0.054698691391606435,0.21249966193831052,0.28874278808307186,16.263729246487866,14.789892021595682,0.9744572158365262,0.9583083383323335,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,0.5,0.5,8032,46430,0.1729916002584536,0.17926107824533988,49198228,86077690,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09358801798440662,0.06137948207171315,0.024679116285336318,0.07162352760150788,0.04694441131617156,0.12993464333937313,0.6647490425286591,0.31614198392760784,1.8798028376806597,0.016978882466887724,0.5640489698417438,0.3085628870382234,1.3588606256055447,-0.06245067669381635,0.20870407431948185,0.2866236269714714,16.103767560664114,14.341781643671267,0.9760536398467433,0.9527594481103779,123.25,0.2748478701825558,0.2720588235294117,0.0
email-Eu-core,neutral_pfix,2,1.0,1.0,16064,91331,0.17588770516035082,0.1788824302354068,47467673,84747501,0,0,986,16064,8,0.41585277609990806,0.584910358565737,0.09324419190173001,0.06137948207171315,0.02198471509704035,0.07050510957837805,0.0485203944813377,0.11617552843190422,0.6546655148536066,0.328988081694006,1.79420250581728,0.016978882466887724,0.5460223048327137,0.32080522539886497,1.3154322592730523,-0.08648604485356985,0.1984253086503225,0.28942942519919357,15.668263090676884,13.131523695260947,0.9779693486590039,0.9604079184163168,123.25,0.2748478701825558,0.2720588235294117,0.0
